time,count,location,_id,__v
2023-03-03T15:44:29.702Z,12,Test-Chamber #01,640215dd79ea4538c45829cb,0
2023-03-03T15:44:29.829Z,13,Test-Chamber #01,640215dd79ea4538c45829ce,0
2023-03-03T15:44:30.119Z,14,Test-Chamber #01,640215de79ea4538c45829d1,0
2023-03-03T15:44:30.241Z,15,Test-Chamber #01,640215de79ea4538c45829d4,0
2023-03-03T15:44:30.882Z,14,Test-Chamber #01,640215de79ea4538c45829d7,0
2023-03-03T15:44:30.993Z,13,Test-Chamber #01,640215de79ea4538c45829da,0
2023-03-03T15:44:31.109Z,12,Test-Chamber #01,640215df79ea4538c45829dd,0
2023-03-03T15:44:31.308Z,11,Test-Chamber #01,640215df79ea4538c45829e0,0
2023-03-03T15:44:31.461Z,10,Test-Chamber #01,640215df79ea4538c45829e3,0
2023-03-03T15:44:31.658Z,9,Test-Chamber #01,640215df79ea4538c45829e6,0
2023-03-03T15:44:31.809Z,8,Test-Chamber #01,640215df79ea4538c45829e9,0
2023-03-03T15:44:31.925Z,7,Test-Chamber #01,640215df79ea4538c45829ec,0
2023-03-03T15:44:32.044Z,6,Test-Chamber #01,640215e079ea4538c45829ef,0
2023-03-03T15:44:32.192Z,5,Test-Chamber #01,640215e079ea4538c45829f2,0
2023-03-03T15:44:32.309Z,4,Test-Chamber #01,640215e079ea4538c45829f5,0
2023-03-03T15:44:32.511Z,3,Test-Chamber #01,640215e079ea4538c45829f8,0
2023-03-03T15:44:32.676Z,2,Test-Chamber #01,640215e079ea4538c45829fb,0
2023-03-03T15:44:32.842Z,1,Test-Chamber #01,640215e079ea4538c45829fe,0
2023-03-03T15:44:41.014Z,0,Test-Chamber #02,640215e979ea4538c4582a02,0
2023-03-03T15:44:42.269Z,1,Test-Chamber #02,640215ea79ea4538c4582a07,0
2023-03-03T15:44:42.409Z,2,Test-Chamber #02,640215ea79ea4538c4582a0a,0
2023-03-03T15:44:42.543Z,3,Test-Chamber #02,640215ea79ea4538c4582a0d,0
2023-03-03T15:44:42.674Z,4,Test-Chamber #02,640215ea79ea4538c4582a10,0
2023-03-03T15:44:42.808Z,5,Test-Chamber #02,640215ea79ea4538c4582a13,0
2023-03-03T15:44:42.957Z,6,Test-Chamber #02,640215ea79ea4538c4582a16,0
2023-03-03T15:44:43.092Z,7,Test-Chamber #02,640215eb79ea4538c4582a19,0
2023-03-03T15:44:43.225Z,8,Test-Chamber #02,640215eb79ea4538c4582a1c,0
2023-03-03T15:44:44.085Z,7,Test-Chamber #02,640215ec79ea4538c4582a1f,0
2023-03-03T15:44:44.225Z,6,Test-Chamber #02,640215ec79ea4538c4582a22,0
2023-03-03T15:44:44.360Z,5,Test-Chamber #02,640215ec79ea4538c4582a25,0
2023-03-03T15:44:44.493Z,4,Test-Chamber #02,640215ec79ea4538c4582a28,0
2023-03-03T15:44:44.609Z,3,Test-Chamber #02,640215ec79ea4538c4582a2b,0
2023-03-03T15:44:44.742Z,2,Test-Chamber #02,640215ec79ea4538c4582a2e,0
2023-03-03T15:44:44.859Z,1,Test-Chamber #02,640215ec79ea4538c4582a31,0
2023-03-03T15:44:44.992Z,0,Test-Chamber #02,640215ec79ea4538c4582a34,0
2023-03-03T15:44:52.083Z,0,Test-Chamber #03,640215f479ea4538c4582a38,0
2023-03-03T15:44:52.851Z,1,Test-Chamber #03,640215f479ea4538c4582a3d,0
2023-03-03T15:44:52.991Z,2,Test-Chamber #03,640215f479ea4538c4582a40,0
2023-03-03T15:44:53.126Z,3,Test-Chamber #03,640215f579ea4538c4582a43,0
2023-03-03T15:44:53.399Z,4,Test-Chamber #03,640215f579ea4538c4582a46,0
2023-03-03T15:44:53.742Z,5,Test-Chamber #03,640215f579ea4538c4582a49,0
2023-03-03T15:44:53.893Z,6,Test-Chamber #03,640215f579ea4538c4582a4c,0
2023-03-03T15:44:54.452Z,5,Test-Chamber #03,640215f679ea4538c4582a4f,0
2023-03-03T15:44:54.592Z,4,Test-Chamber #03,640215f679ea4538c4582a52,0
2023-03-03T15:44:54.742Z,3,Test-Chamber #03,640215f679ea4538c4582a55,0
2023-03-03T15:44:54.959Z,2,Test-Chamber #03,640215f679ea4538c4582a58,0
2023-03-03T15:44:55.076Z,1,Test-Chamber #03,640215f779ea4538c4582a5b,0
2023-03-03T15:44:55.192Z,0,Test-Chamber #03,640215f779ea4538c4582a5e,0
2023-03-03T15:44:56.606Z,0,Test-Chamber #03,640215f879ea4538c4582a63,0
2023-03-03T15:44:59.437Z,1,Test-Chamber #01,640215fb79ea4538c4582a67,0
2023-03-03T15:45:01.067Z,0,Test-Chamber #01,640215fd79ea4538c4582a6a,0
2023-03-03T15:57:14.929Z,0,Test-Chamber #01,640218da79ea4538c4582a7e,0
2023-03-03T15:57:20.197Z,0,Test-Chamber #03,640218e079ea4538c4582a82,0
2023-03-03T15:57:23.361Z,0,Test-Chamber #02,640218e379ea4538c4582a86,0
2023-03-03T15:57:25.923Z,1,Test-Chamber #02,640218e579ea4538c4582a89,0
2023-03-03T15:57:25.936Z,2,Test-Chamber #02,640218e579ea4538c4582a8c,0
2023-03-03T15:57:26.140Z,3,Test-Chamber #02,640218e679ea4538c4582a8f,0
2023-03-03T15:57:29.176Z,0,Test-Chamber #03,640218e979ea4538c4582a93,0
2023-03-03T15:57:32.681Z,3,Test-Chamber #02,640218ec79ea4538c4582a97,0
2023-03-03T15:57:34.229Z,2,Test-Chamber #02,640218ee79ea4538c4582a9a,0
2023-03-03T15:57:34.240Z,1,Test-Chamber #02,640218ee79ea4538c4582a9d,0
2023-03-03T15:57:34.358Z,0,Test-Chamber #02,640218ee79ea4538c4582aa0,0
